activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163572600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,1,2,25000.0,17.12,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,145000,1,1,3,5,1,NA,43,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,5439,33.04,72800,85,1207,2009,63
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163538700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,1,65000.0,73.03,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,85000,1,1,3,5,1,NA,30,40,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,3823,98.67,72800,74,921,1463,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163536600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,3,0,2,1,2,1,2,1,2,25000.0,36.76,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,65000,1,1,3,5,1,NA,69,30%-<36%,8,9,2,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,45-54,<25,No,No,1,1,6,,,,,3,6,,,2535,99.01,72800,69,583,1813,75
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163551700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,1,2,205000.0,49.14,1.99,1.12,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,405000,1,1,3,5,1,NA,129,44,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3399,12.62,72800,239,1290,1328,57
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,275000.0,90.0,2.875,-0.095,2,5189.4,NA,2957.9,1827.9,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,66,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,7,,,,10,,,,7112,38.4,72800,212,2119,2298,27
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163554100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000.0,22.12,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,115000,1,1,3,5,1,NA,54,30%-<36%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,4247,54.79,72800,89,933,1572,68
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163513800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,2,1,2,1,2,25000.0,50.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,55000,1,1,3,5,1,NA,305,<20%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,2367,92.82,72800,49,334,1081,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163571900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,3,0,2,1,1,1,2,1,1,205000.0,71.43,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,285000,1,1,3,5,1,NA,25,>60%,8,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3035,23.92,72800,90,683,925,60
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163588400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,2,2,2,1,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,102,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5722,40.44,72800,152,1851,2026,44
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163561200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,155000.0,42.1,1.99,0.705,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,765000,1,1,3,5,1,NA,214,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,7688,46.1,72800,305,2246,2302,15
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163546301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000.0,16.67,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,155000,1,1,3,5,1,NA,25,38,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,1792,92.97,72800,92,447,759,67
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163531300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,25000.0,33.33,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,1,NA,35,<20%,8,10,14,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,1153,95.92,72800,35,148,560,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,105000.0,36.84,1.99,0.93,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,275000,1,1,3,5,1,NA,35,41,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4819,34.68,72800,162,1527,1629,37
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163580400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000.0,310.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,55000,1,1,3,5,1,NA,137,38,8,10,14,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,2594,13.49,72800,142,992,1124,72
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163561200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,275000.0,38.79,2.375,0.183,2,2855.75,NA,1480.0,,718.21,180,NA,NA,2,2,2,2,715000,1,1,3,5,1,NA,115,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,7,,,,10,,,,7688,46.1,72800,305,2246,2302,15
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163562400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,235000.0,55.69,3.25,0.102,2,2008.75,NA,530.0,,1151.5,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,78,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,7,,,,10,,,,5439,11.09,72800,192,1947,2033,43
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163574000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,165000.0,61.78,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,255000,1,1,3,5,1,NA,86,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,6694,9.5,72800,68,921,1660,80
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163556100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,85000.0,27.3,3.25,0.354,2,3444.15,NA,2078.4,948.4,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,34,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,2,7,,,,10,,,,3360,25.98,72800,96,1007,1328,65
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163540200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,25000.0,48.03,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,1,NA,24,50%-60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3183,99.34,72800,43,631,1629,66
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163568000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,55000.0,20.91,2.49,1.02,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,235000,1,1,3,5,1,NA,48,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2266,29.7,72800,141,499,550,39
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,2,0,2,1,31,1,2,1,2,155000.0,31.12,1.99,0.405,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,485000,1,1,3,5,1,NA,50,47,8,9,2,,,,,2,,,,,2,2,21,,,,,21,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6131,33.57,72800,268,1813,1845,24
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163555300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,1,25000.0,105.63,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,165000,1,1,3,5,1,NA,84,30%-<36%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,3402,73.07,72800,83,743,1154,65
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163541700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,65000.0,73.17,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,85000,1,1,3,5,1,NA,64,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,9,,,,2538,98.15,72800,49,355,703,62
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163596200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,365000.0,70.0,3.0,-0.038,2,2888.75,NA,1230.0,,3214.8,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,235,20%-<30%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,7,,,,,10,,,,4321,11.9,72800,215,1490,1551,46
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163536600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,1,1,2,1,1,25000.0,500.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,5000,1,1,3,5,1,NA,65,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,2535,99.01,72800,69,583,1813,75
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,31,1,2,1,2,85000.0,70.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,125000,1,1,3,5,1,NA,61,>60%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,4056,92.43,72800,58,933,1805,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163569300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,25000.0,23.61,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,235000,1,2,3,5,1,NA,19,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,3688,18.25,72800,108,1202,1453,63
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163544300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000.0,31.25,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,85000,1,2,3,5,1,NA,34,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,2428,80.72,72800,44,662,1232,66
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163500900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,25000.0,71.43,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,35000,1,2,3,5,1,NA,60,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3706,98,72800,37,586,1643,74
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163536700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,3,0,2,1,2,1,2,1,1,85000.0,66.67,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,125000,1,1,3,5,1,NA,72,<20%,8,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,1055,99.15,72800,0,152,574,78
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163539500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,3,0,2,1,1,2,2,1,1,25000.0,72.94,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,175000,1,1,3,5,1,NA,70,30%-<36%,8,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,2921,98.94,72800,96,675,1306,65
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163542300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,25000.0,46.3,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,55000,1,1,3,5,1,NA,72,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,9,,,,2255,98.23,72800,0,483,1158,76
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163572800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,0,2,1,2,2,2,1,2,55000.0,78.43,2.49,1.93,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,155000,1,1,3,5,1,NA,70,49,8,10,11,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5929,25.74,72800,77,1376,2274,64
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163569300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,65000.0,54.53,2.49,1.38,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,195000,1,1,3,5,1,NA,59,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3688,18.25,72800,108,1202,1453,63
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163542900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,3,0,2,1,2,1,2,1,2,235000.0,100.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,235000,1,1,3,5,1,NA,70,>60%,8,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3319,92.02,72800,125,1145,1587,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163557600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,2,1,2,215000.0,52.5,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,405000,1,1,3,5,1,NA,46,>60%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,3,,,,3039,10.23,72800,193,1037,1187,45
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163543400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,4,1,2,1,2,25000.0,29.41,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,85000,1,1,3,5,1,NA,62,30%-<36%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,9,,,,3132,97.73,72800,81,1017,1470,72
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163561200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,2,2,2,1,2,105000.0,76.31,1.99,1.705,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,495000,1,1,3,5,1,NA,84,48,8,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,7688,46.1,72800,305,2246,2302,15
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163594401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,635000.0,84.93,2.75,0.434,2,2020.53,NA,239.78,239.78,349.78,180,NA,NA,2,2,2,2,745000,1,1,3,5,1,NA,282,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,7,,,,,10,,,,2857,15.12,72800,107,818,1041,49
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163558100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,1,32,1,2,2,2,185000.0,59.04,2.875,0.695,2,3747.01,NA,2405.51,1275.51,,240,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,102,30%-<36%,9,1,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,2,7,,,,10,,,,3451,15.5,72800,167,1270,1439,61
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163545800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,4,1,2,1,2,25000.0,38.46,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,65000,1,1,3,5,1,NA,60,<20%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,5518,70.82,72800,50,953,2115,68
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163590600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,4,2,2,1,2,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,78,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,2477,14.25,72800,150,914,991,23
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163543300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,3,0,2,1,1,1,2,1,2,125000.0,77.64,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,165000,1,1,3,5,1,NA,90,30%-<36%,8,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3315,97.32,72800,101,920,1416,74
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,65000.0,22.79,3.625,0.762,2,2328.75,NA,930.0,,26.8,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,43,30%-<36%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,>74,Yes,Yes,1,1,2,7,,,,10,,,,4819,34.68,72800,162,1527,1629,37
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163540800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,2,0,2,1,1,1,2,2,2,45000.0,96.0,2.125,-1.035,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,55000,1,1,3,5,1,NA,14,36,9,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,7,,,,,10,,,,2110,98.67,72800,70,546,1076,66
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163575401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,135000.0,97.0,3.0,-0.16,2,0.0,NA,0.0,3099.91,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,46,30%-<36%,1,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,7,,,,10,,,,3437,19.26,72800,127,911,1206,66
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163523800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,1,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,2,NA,235,NA,9,9,2,,,,,5,,,,,2,4,5,21,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,7,,,,10,,,,3759,84.62,72800,59,716,1692,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,65000.0,43.33,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,155000,1,2,3,5,1,NA,36,39,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,2490,95.94,72800,47,450,1129,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163574700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,31,1,2,2,2,115000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,44,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,2,7,,,,10,,,,4979,12.27,72800,128,1484,1691,68
