debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,derived_sex,applicant_ethnicity-1,derived_race,co-applicant_ethnicity-1,applicant_sex_observed,action_taken,purchaser_type,preapproval,tract_minority_population_percent,loan_type,loan_purpose,tract_population,income,ffiec_msa_md_median_family_income,tract_median_age_of_housing_units,applicant_age,applicant_age_above_62,co-applicant_age_above_62,loan_amount,action_taken_final
42,8,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,24.79,1,4,3982,119.0,72800,70,45-54,No,,55000.0,Denied
>60%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,80.72,1,2,1504,66.0,72800,78,45-54,No,,55000.0,Denied
20%-<30%,9,1,Joint,2.0,White,2.0,2,1,0,2,19.23,1,31,5527,97.0,72800,48,45-54,No,No,135000.0,Approved
30%-<36%,9,8,Joint,3.0,Race Not Available,3.0,2,1,0,2,25.73,1,2,2783,80.0,72800,48,55-64,Yes,No,105000.0,Approved
20%-<30%,9,3,Joint,2.0,White,2.0,2,1,0,2,10.88,1,31,3427,135.0,72800,48,35-44,No,No,235000.0,Approved
20%-<30%,1,10,Male,2.0,White,5.0,2,1,0,2,30.29,1,31,1370,38.0,72800,54,55-64,Yes,,125000.0,Approved
20%-<30%,9,1,Sex Not Available,3.0,Race Not Available,3.0,2,1,0,2,23.98,1,31,4350,280.0,72800,26,55-64,No,No,535000.0,Approved
40,8,10,Male,2.0,White,5.0,2,1,0,2,8.29,1,2,4463,60.0,72800,74,45-54,No,,105000.0,Approved
,9,9,Joint,2.0,Black or African American,2.0,2,4,0,2,38.4,1,4,7112,50.0,72800,27,>74,Yes,Yes,55000.0,Approved
<20%,8,9,Joint,2.0,Black or African American,2.0,2,3,0,2,80.57,1,2,2218,174.0,72800,72,55-64,Yes,Yes,25000.0,Denied
42,1,10,Sex Not Available,3.0,Race Not Available,5.0,2,1,0,2,92.91,1,31,2455,29.0,72800,77,65-74,Yes,,75000.0,Approved
<20%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,72.03,1,1,3043,450.0,72800,64,25-34,No,,35000.0,Denied
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,19.27,1,2,3649,218.0,72800,62,45-54,No,,45000.0,Denied
50%-60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.94,1,31,2921,80.0,72800,65,45-54,No,,55000.0,Denied
<20%,9,10,Male,2.0,White,5.0,2,3,0,2,23.96,1,2,4624,55.0,72800,64,25-34,No,,75000.0,Denied
38,8,10,Male,2.0,White,5.0,2,3,0,2,20.65,1,2,2712,40.0,72800,67,55-64,Yes,,25000.0,Denied
>60%,8,10,Female,3.0,White,5.0,2,3,0,2,7.64,1,2,6018,4.0,72800,76,25-34,No,,25000.0,Denied
<20%,1,10,Female,2.0,White,5.0,2,1,0,2,8.12,1,32,2696,441.0,72800,68,55-64,No,,805000.0,Approved
<20%,8,9,Joint,2.0,White,2.0,2,3,0,2,29.02,1,2,2626,70.0,72800,57,55-64,No,No,25000.0,Denied
,9,9,Male,2.0,White,5.0,2,4,0,2,20.65,1,2,2712,87.0,72800,67,45-54,No,,55000.0,Approved
20%-<30%,8,10,Male,3.0,Race Not Available,5.0,2,3,0,2,75.2,1,4,4431,76.0,72800,63,55-64,No,,45000.0,Denied
<20%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,97.32,1,2,3315,55.0,72800,74,45-54,No,,35000.0,Denied
<20%,8,10,Male,3.0,Asian,5.0,2,1,0,2,23.98,1,4,4350,482.0,72800,26,25-34,No,,615000.0,Approved
<20%,8,10,Male,14.0,2 or more minority races,5.0,2,3,0,2,99.01,1,2,2535,98.0,72800,75,55-64,No,,35000.0,Denied
<20%,8,10,Female,2.0,Black or African American,5.0,2,1,0,2,92.91,1,2,2455,55.0,72800,77,65-74,Yes,,55000.0,Approved
>60%,8,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,19.29,1,2,2665,37.0,72800,63,55-64,Yes,,25000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,72.03,2,1,3043,36.0,72800,64,8888,,,95000.0,Approved
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,70.64,1,2,4107,32.0,72800,55,25-34,No,,25000.0,Denied
,9,9,Male,2.0,White,5.0,2,5,0,2,18.3,1,2,5247,92.0,72800,59,45-54,No,,35000.0,Approved
20%-<30%,2,10,Male,2.0,White,5.0,2,1,0,2,26.66,1,31,4055,241.0,72800,0,45-54,No,,425000.0,Approved
20%-<30%,8,10,Female,2.0,White,5.0,2,1,0,2,16.2,1,2,4328,21.0,72800,63,65-74,Yes,,25000.0,Approved
41,2,10,Female,2.0,White,5.0,2,1,0,2,14.29,1,32,2680,35.0,72800,44,>74,Yes,,85000.0,Approved
20%-<30%,1,10,Male,2.0,White,5.0,2,1,0,2,22.6,1,31,6023,162.0,72800,37,35-44,No,,195000.0,Approved
20%-<30%,8,10,Male,2.0,White,5.0,2,3,0,2,15.52,1,4,2732,130.0,72800,55,45-54,No,,35000.0,Denied
>60%,8,10,Female,2.0,White,5.0,2,3,0,2,10.63,1,2,2520,20.0,72800,64,45-54,No,,65000.0,Denied
,9,9,Sex Not Available,3.0,Race Not Available,5.0,2,4,0,2,9.5,1,31,6694,31.0,72800,80,25-34,No,,135000.0,Approved
20%-<30%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,79.72,1,2,3067,30.0,72800,67,35-44,No,,25000.0,Denied
49,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,85.03,1,4,1971,54.0,72800,74,>74,Yes,,35000.0,Denied
,9,9,Male,2.0,Asian,5.0,2,4,0,2,42.31,1,1,3912,127.0,72800,41,65-74,Yes,,125000.0,Approved
>60%,8,9,Joint,2.0,Black or African American,2.0,2,3,0,2,88.95,1,2,2533,70.0,72800,62,65-74,Yes,Yes,105000.0,Denied
30%-<36%,2,10,Male,2.0,White,5.0,2,1,0,2,23.98,1,32,4350,145.0,72800,26,55-64,No,,395000.0,Approved
37,2,10,Female,2.0,White,5.0,2,1,0,2,25.97,1,32,3562,47.0,72800,35,45-54,No,,95000.0,Approved
20%-<30%,9,10,Female,2.0,Black or African American,5.0,2,1,0,2,98.23,1,1,2255,37.0,72800,76,45-54,No,,95000.0,Approved
20%-<30%,8,10,Male,2.0,White,5.0,2,3,0,2,54.59,1,2,3290,120.0,72800,25,45-54,No,,55000.0,Denied
<20%,8,10,Male,3.0,Race Not Available,5.0,2,3,0,2,97.69,1,2,1730,67.0,72800,75,25-34,No,,35000.0,Denied
<20%,8,10,Male,3.0,Race Not Available,5.0,2,3,0,2,97.69,1,2,1730,60.0,72800,75,45-54,No,,25000.0,Denied
40,2,10,Female,2.0,White,5.0,2,2,0,2,22.91,1,32,4461,26.0,72800,58,65-74,Yes,,115000.0,Approved
30%-<36%,8,10,Male,2.0,White,5.0,2,3,0,2,32.5,1,4,3049,60.0,72800,54,25-34,No,,35000.0,Denied
<20%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,94.84,1,1,2925,25.0,72800,70,25-34,No,,35000.0,Denied
>60%,9,8,Joint,2.0,White,2.0,2,3,0,2,23.98,1,31,4350,120.0,72800,26,55-64,No,No,185000.0,Denied
39,8,10,Female,3.0,Race Not Available,5.0,2,3,0,2,63.09,1,4,2907,10.0,72800,30,45-54,No,,35000.0,Denied
39,8,10,Female,1.0,White,5.0,2,3,0,2,63.09,1,4,2907,10.0,72800,30,45-54,No,,35000.0,Denied
20%-<30%,8,10,Male,3.0,Black or African American,5.0,2,1,0,2,82.52,1,31,3330,90.0,72800,0,55-64,No,,105000.0,Approved
40,2,10,Female,2.0,White,5.0,2,1,3,2,48.27,1,1,3495,17.0,72800,69,65-74,Yes,,75000.0,Approved
38,3,10,Female,2.0,Black or African American,5.0,2,1,0,2,83.24,1,1,3646,32.0,72800,63,25-34,No,,95000.0,Approved
30%-<36%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,93.39,1,2,2935,19.0,72800,61,65-74,Yes,,55000.0,Denied
,9,9,Male,2.0,White,5.0,2,4,0,2,27.57,1,31,3751,44.0,72800,61,55-64,No,,105000.0,Approved
41,2,9,Joint,2.0,White,2.0,2,1,3,2,29.71,1,1,5708,144.0,72800,38,25-34,No,No,495000.0,Approved
50%-60%,3,10,Male,2.0,Black or African American,5.0,2,3,0,2,82.02,1,1,2242,133.0,72800,0,55-64,Yes,,235000.0,Denied
<20%,8,9,Joint,2.0,Black or African American,2.0,2,3,0,2,81.41,1,2,2162,120.0,72800,0,25-34,No,No,55000.0,Denied
50%-60%,8,10,Female,3.0,Race Not Available,5.0,2,3,0,2,82.52,1,1,3330,42.0,72800,0,25-34,No,,175000.0,Denied
50%-60%,8,10,Male,1.0,White,5.0,2,3,0,2,32.05,1,4,3529,35.0,72800,41,>74,Yes,,155000.0,Denied
39,9,8,Joint,2.0,Black or African American,2.0,2,1,0,2,17.11,1,2,7844,161.0,72800,23,65-74,Yes,Yes,395000.0,Approved
<20%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,81.41,1,2,2162,120.0,72800,0,25-34,No,,55000.0,Denied
30%-<36%,9,8,Joint,14.0,White,2.0,2,1,0,2,42.93,1,2,5239,128.0,72800,36,45-54,No,No,55000.0,Approved
37,8,10,Male,2.0,White,5.0,2,3,0,2,33.04,1,4,5439,32.0,72800,63,25-34,No,,25000.0,Denied
37,8,10,Female,2.0,White,5.0,2,1,0,2,49.07,1,2,3691,94.0,72800,42,25-34,No,,25000.0,Approved
30%-<36%,3,10,Female,2.0,White,5.0,2,1,0,2,25.86,1,32,2626,52.0,72800,59,65-74,Yes,,65000.0,Approved
50%-60%,8,9,Male,2.0,White,3.0,2,3,0,2,34.68,1,2,4819,38.0,72800,37,65-74,Yes,Yes,35000.0,Denied
,9,9,Male,2.0,Black or African American,5.0,2,5,0,2,97.73,1,32,3132,62.0,72800,72,55-64,No,,35000.0,Approved
>60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,96.84,1,31,4109,10.0,72800,71,35-44,No,,45000.0,Denied
>60%,8,10,Male,2.0,2 or more minority races,5.0,2,3,0,2,12.27,1,4,4979,30.0,72800,68,25-34,No,,45000.0,Denied
,9,9,Female,2.0,Black or African American,5.0,2,4,0,2,58.84,1,1,4419,63.0,72800,59,65-74,Yes,,75000.0,Approved
44,3,10,Male,2.0,White,5.0,2,1,0,2,59.69,1,32,7088,46.0,72800,47,65-74,Yes,,105000.0,Approved
20%-<30%,8,10,Female,14.0,Black or African American,5.0,2,3,0,2,93.83,1,2,2415,19.0,72800,0,25-34,No,,25000.0,Denied
20%-<30%,9,10,Male,2.0,Black or African American,5.0,2,1,0,2,95.3,1,1,2253,54.0,72800,79,25-34,No,,155000.0,Approved
42,1,10,Female,2.0,Black or African American,5.0,2,3,0,2,84.09,1,1,4117,48.0,72800,79,25-34,No,,185000.0,Denied
30%-<36%,8,9,Joint,2.0,White,2.0,2,1,0,2,13.66,1,4,6471,121.0,72800,39,>74,Yes,Yes,325000.0,Approved
40,1,10,Male,2.0,Black or African American,5.0,2,3,0,2,93.39,1,1,2935,24.0,72800,61,35-44,No,,75000.0,Denied
50%-60%,8,10,Male,3.0,White,5.0,2,3,0,2,29.02,1,31,3977,20.0,72800,65,55-64,Yes,,35000.0,Denied
43,2,10,Sex Not Available,3.0,Race Not Available,5.0,2,1,0,2,39.72,1,1,3756,50.0,72800,65,25-34,No,,165000.0,Approved
39,8,10,Female,1.0,Race Not Available,5.0,2,1,0,2,34.68,1,2,4819,25.0,72800,37,>74,Yes,,35000.0,Approved
<20%,9,10,Female,3.0,Black or African American,5.0,2,3,0,2,97.69,1,2,1556,23.0,72800,0,>74,Yes,,25000.0,Denied
<20%,9,8,Joint,2.0,White,2.0,2,3,0,2,11.3,1,2,3541,350.0,72800,0,55-64,No,No,75000.0,Denied
,9,9,Male,3.0,Black or African American,5.0,2,5,0,2,45.43,1,4,1358,65.0,72800,0,65-74,Yes,,205000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,21.63,1,2,5451,75.0,72800,40,45-54,No,,75000.0,Approved
20%-<30%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.68,1,2,2266,18.0,72800,76,45-54,No,,25000.0,Denied
,9,9,Male,2.0,Black or African American,5.0,2,4,0,2,60.71,1,31,1242,120.0,72800,37,55-64,No,,165000.0,Approved
50%-60%,8,10,Female,14.0,Black or African American,5.0,2,3,0,2,59.69,1,2,7088,90.0,72800,47,35-44,No,,65000.0,Denied
20%-<30%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,98.3,1,1,1828,52.0,72800,72,25-34,No,,85000.0,Denied
42,3,10,Male,2.0,White,5.0,2,1,0,2,11.09,1,32,5439,290.0,72800,43,65-74,Yes,,865000.0,Approved
30%-<36%,9,8,Joint,2.0,White,2.0,2,3,0,2,25.98,1,4,3360,66.0,72800,65,>74,Yes,Yes,25000.0,Denied
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,19.51,1,4,1861,142.0,72800,0,35-44,No,,95000.0,Denied
>60%,8,9,Joint,2.0,White,2.0,2,3,0,2,7.64,1,2,6018,4.0,72800,76,45-54,No,No,105000.0,Denied
20%-<30%,8,9,Sex Not Available,3.0,Asian,3.0,2,3,0,2,72.46,1,2,3878,73.0,72800,71,35-44,No,No,75000.0,Denied
20%-<30%,1,9,Joint,1.0,White,2.0,2,1,0,2,18.9,1,32,3164,53.0,72800,45,55-64,No,Yes,105000.0,Approved
>60%,8,10,Female,2.0,Race Not Available,5.0,2,3,0,2,12.44,1,4,5352,50.0,72800,73,<25,No,,25000.0,Denied
,9,9,Joint,2.0,White,1.0,2,5,0,2,71.97,1,1,2280,132.0,72800,74,35-44,No,No,315000.0,Approved
43,8,10,Female,2.0,White,5.0,2,3,0,2,14.84,1,2,3908,31.0,72800,67,55-64,No,,35000.0,Denied
,9,9,Joint,2.0,White,2.0,2,5,0,2,11.09,1,2,5439,75.0,72800,43,65-74,Yes,Yes,105000.0,Approved
,9,9,Male,2.0,Black or African American,5.0,2,5,0,2,95.27,1,31,2222,123.0,72800,65,65-74,Yes,,35000.0,Approved
45,3,10,Male,2.0,Race Not Available,5.0,2,3,0,2,98.3,1,1,2651,101.0,72800,74,35-44,No,,45000.0,Denied
<20%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,54.26,1,2,2687,88.0,72800,63,35-44,No,,25000.0,Denied
<20%,1,9,Joint,2.0,White,2.0,2,1,0,2,11.3,1,31,3541,206.0,72800,0,55-64,No,No,285000.0,Approved
,9,9,Joint,2.0,White,2.0,2,4,0,2,20.41,1,1,4689,145.0,72800,26,45-54,No,No,45000.0,Approved
30%-<36%,1,10,Male,2.0,White,5.0,2,1,0,2,13.2,1,31,3461,93.0,72800,53,35-44,No,,225000.0,Approved
47,9,8,Joint,2.0,Black or African American,2.0,2,3,0,2,73.07,1,2,3402,64.0,72800,65,35-44,No,No,25000.0,Denied
20%-<30%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,97.32,1,2,3327,20.0,72800,75,65-74,Yes,,25000.0,Denied
50%-60%,9,8,Joint,3.0,Black or African American,3.0,2,3,0,2,39.99,1,4,3166,200.0,72800,49,45-54,No,No,65000.0,Denied
>60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,96.74,1,2,5184,18.0,72800,76,65-74,Yes,,105000.0,Denied
37,8,10,Male,2.0,White,5.0,2,3,0,2,12.47,1,2,7106,375.0,72800,57,25-34,No,,25000.0,Denied
44,8,10,Male,2.0,White,5.0,2,3,0,2,7.64,1,2,6018,46.0,72800,76,<25,No,,175000.0,Denied
50%-60%,8,10,Male,2.0,White,5.0,2,3,0,2,53.97,1,1,6452,110.0,72800,16,45-54,No,,155000.0,Denied
49,8,10,Female,2.0,Black or African American,5.0,2,1,0,2,97.68,1,2,3193,23.0,72800,69,55-64,Yes,,45000.0,Approved
39,1,10,Male,2.0,Black or African American,5.0,2,1,2,2,38.84,2,1,4006,52.0,72800,64,25-34,No,,125000.0,Approved
20%-<30%,1,10,Female,2.0,White,5.0,2,1,0,2,13.66,1,31,6471,121.0,72800,39,55-64,No,,145000.0,Approved
<20%,8,10,Female,3.0,Race Not Available,5.0,2,3,0,2,98.3,1,4,2943,70.0,72800,71,45-54,No,,55000.0,Denied
20%-<30%,8,10,Male,2.0,White,5.0,2,3,0,2,29.02,1,31,3977,50.0,72800,65,55-64,Yes,,55000.0,Denied
38,8,10,Male,2.0,White,5.0,2,1,0,2,11.39,1,2,5347,78.0,72800,65,25-34,No,,55000.0,Approved
40,8,10,Female,2.0,White,5.0,2,1,0,2,16.03,1,2,3082,71.0,72800,50,65-74,Yes,,85000.0,Approved
30%-<36%,8,10,Female,2.0,White,5.0,2,1,0,2,20.34,1,2,4184,62.0,72800,67,55-64,Yes,,55000.0,Approved
30%-<36%,2,10,Male,2.0,Asian,5.0,2,1,0,2,21.02,1,1,2626,42.0,72800,66,25-34,No,,185000.0,Approved
20%-<30%,8,10,Male,3.0,White,5.0,2,3,0,2,37.1,1,31,4259,76.0,72800,60,35-44,No,,125000.0,Denied
>60%,8,10,Male,3.0,Race Not Available,5.0,2,3,0,2,98.3,1,4,2943,121.0,72800,71,45-54,No,,55000.0,Denied
43,1,9,Joint,2.0,Black or African American,2.0,2,1,0,1,54.26,1,1,2687,64.0,72800,63,>74,Yes,Yes,155000.0,Approved
30%-<36%,9,8,Joint,2.0,White,2.0,2,1,0,2,40.44,1,31,5722,142.0,72800,44,25-34,No,No,155000.0,Approved
20%-<30%,8,9,Joint,2.0,Asian,2.0,2,3,0,2,53.97,1,1,6452,154.0,72800,16,25-34,No,No,405000.0,Denied
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,37.1,1,31,4259,99.0,72800,60,35-44,No,,105000.0,Denied
,9,9,Joint,2.0,Joint,2.0,2,4,0,2,44.03,1,32,3670,113.0,72800,24,65-74,Yes,No,245000.0,Approved
<20%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,96.68,1,2,3944,67.0,72800,72,25-34,No,,25000.0,Denied
47,8,9,Joint,2.0,White,2.0,2,3,0,2,17.11,1,4,7844,167.0,72800,23,>74,Yes,No,225000.0,Denied
<20%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,98.78,1,2,3197,60.0,72800,67,55-64,Yes,,55000.0,Denied
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,99.45,1,2,1283,135.0,72800,77,25-34,No,,105000.0,Denied
20%-<30%,8,9,Joint,2.0,White,2.0,2,1,0,2,17.32,1,2,2494,63.0,72800,65,65-74,Yes,Yes,55000.0,Approved
20%-<30%,8,10,Female,2.0,Free Form Text Only,5.0,2,3,0,2,39.63,1,2,5319,20.0,72800,74,55-64,No,,55000.0,Denied
48,8,10,Male,2.0,White,5.0,2,3,0,2,13.59,1,2,1648,40.0,72800,0,65-74,Yes,,125000.0,Denied
<20%,1,10,Female,2.0,White,5.0,2,1,0,2,34.43,1,32,6122,179.0,72800,15,45-54,No,,275000.0,Approved
20%-<30%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,99.47,1,2,1691,85.0,72800,0,45-54,No,,25000.0,Denied
20%-<30%,2,10,Female,2.0,White,5.0,2,1,0,2,44.85,1,31,3619,50.0,72800,56,65-74,Yes,,65000.0,Approved
37,9,3,Joint,2.0,White,2.0,2,1,0,2,22.6,1,32,6023,44.0,72800,37,65-74,Yes,Yes,155000.0,Approved
38,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.45,1,2,1549,45.0,72800,72,45-54,No,,75000.0,Denied
,9,9,Joint,2.0,White,2.0,2,4,0,2,53.97,1,32,6452,126.0,72800,16,45-54,No,No,405000.0,Approved
<20%,9,8,Female,2.0,White,2.0,2,3,0,2,10.22,1,4,3631,280.0,72800,57,35-44,No,No,155000.0,Denied
20%-<30%,9,10,Male,2.0,Black or African American,5.0,2,1,0,2,95.94,1,1,2490,64.0,72800,0,25-34,No,,225000.0,Approved
50%-60%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,69.04,1,4,4955,75.0,72800,29,35-44,No,,45000.0,Denied
20%-<30%,1,9,Joint,2.0,White,2.0,2,1,0,2,11.3,1,31,3541,117.0,72800,0,>74,Yes,Yes,155000.0,Approved
<20%,2,10,Male,2.0,Asian,5.0,2,1,0,2,50.19,1,31,8340,83.0,72800,15,25-34,No,,115000.0,Approved
50%-60%,9,8,Joint,2.0,White,2.0,2,3,0,2,20.41,1,4,4689,81.0,72800,26,45-54,No,No,185000.0,Denied
44,9,3,Joint,2.0,White,2.0,2,1,0,2,16.67,1,32,2405,82.0,72800,47,65-74,Yes,Yes,175000.0,Approved
<20%,9,1,Joint,2.0,White,2.0,2,1,0,2,12.2,1,31,2173,176.0,72800,43,55-64,No,No,165000.0,Approved
,9,9,Joint,2.0,White,2.0,2,4,0,2,22.6,1,1,6023,203.0,72800,37,25-34,No,No,305000.0,Approved
>60%,8,10,Female,1.0,Race Not Available,5.0,2,3,0,2,39.48,1,1,3475,15.0,72800,25,65-74,Yes,,25000.0,Denied
20%-<30%,8,10,Male,2.0,Black or African American,5.0,2,3,0,2,99.13,1,2,2991,44.0,72800,78,65-74,Yes,,25000.0,Denied
>60%,8,10,Female,2.0,White,5.0,2,3,0,2,42.38,1,2,4670,42.0,72800,55,55-64,No,,25000.0,Denied
30%-<36%,1,9,Female,2.0,Black or African American,2.0,2,3,0,2,98.01,1,1,2769,46.0,72800,73,55-64,No,Yes,35000.0,Denied
44,1,10,Male,2.0,White,5.0,2,1,0,2,11.12,1,31,2797,75.0,72800,50,55-64,No,,275000.0,Approved
37,3,10,Male,2.0,Black or African American,5.0,2,1,3,1,97.52,1,1,3625,42.0,72800,64,55-64,Yes,,95000.0,Approved
<20%,9,8,Joint,2.0,White,2.0,2,1,0,2,47.92,1,4,4541,279.0,72800,41,45-54,No,No,235000.0,Approved
<20%,2,10,Male,2.0,White,5.0,2,1,0,2,34.43,1,31,6122,158.0,72800,15,45-54,No,,125000.0,Approved
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,99.45,1,2,1283,135.0,72800,77,25-34,No,,105000.0,Denied
,9,9,Female,2.0,White,5.0,2,4,0,2,24.79,1,4,3982,86.0,72800,70,65-74,Yes,,105000.0,Approved
20%-<30%,8,10,Male,3.0,Race Not Available,5.0,2,1,0,2,17.18,1,4,7117,242.0,72800,27,35-44,No,,105000.0,Approved
<20%,8,10,Male,2.0,White,5.0,2,3,0,2,20.31,1,2,4820,133.0,72800,54,55-64,No,,65000.0,Denied
30%-<36%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.78,1,31,3201,27.0,72800,66,55-64,Yes,,105000.0,Denied
,9,9,Female,1.0,Race Not Available,5.0,2,5,0,2,39.39,1,4,3613,100.0,72800,65,35-44,No,,105000.0,Approved
49,3,10,Female,2.0,Black or African American,5.0,2,3,0,2,23.96,1,1,4624,36.0,72800,64,55-64,Yes,,145000.0,Denied
20%-<30%,8,10,Male,2.0,White,5.0,2,3,0,2,15.7,1,2,3497,55.0,72800,64,45-54,No,,55000.0,Denied
50%-60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,70.64,1,2,4107,73.0,72800,55,45-54,No,,65000.0,Denied
>60%,3,10,Female,2.0,Black or African American,5.0,2,3,0,2,72.03,1,2,3043,93.0,72800,64,35-44,No,,25000.0,Denied
20%-<30%,8,10,Female,2.0,White,5.0,2,3,0,2,65.36,1,31,3352,99.0,72800,63,55-64,Yes,,105000.0,Denied
>60%,8,10,Male,2.0,White,5.0,2,3,0,2,41.74,1,4,5149,48.0,72800,62,55-64,No,,35000.0,Denied
,9,9,Joint,2.0,White,2.0,2,4,0,2,11.12,1,32,2797,1624.0,72800,50,65-74,Yes,Yes,3495000.0,Approved
50%-60%,9,1,Joint,2.0,White,2.0,2,1,0,2,8.31,1,32,2793,65.0,72800,58,65-74,Yes,Yes,1075000.0,Approved
43,2,10,Female,2.0,White,5.0,2,1,0,2,14.93,1,32,4997,36.0,72800,48,45-54,No,,125000.0,Approved
45,1,10,Female,2.0,White,5.0,2,3,0,2,22.91,1,4,4461,52.0,72800,58,>74,Yes,,105000.0,Denied
30%-<36%,2,10,Female,2.0,Black or African American,5.0,2,1,3,2,30.29,1,1,1370,168.0,72800,54,35-44,No,,285000.0,Approved
30%-<36%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,95.94,1,2,2490,75.0,72800,0,25-34,No,,65000.0,Denied
30%-<36%,9,10,Male,2.0,Black or African American,5.0,2,1,0,2,96.94,1,1,2713,15.0,72800,67,55-64,No,,55000.0,Approved
30%-<36%,3,10,Sex Not Available,3.0,Race Not Available,5.0,2,1,3,1,47.61,1,1,3806,48.0,72800,55,55-64,No,,135000.0,Approved
20%-<30%,1,10,Male,2.0,Black or African American,5.0,2,3,0,2,98.02,1,1,2632,28.0,72800,66,25-34,No,,85000.0,Denied
20%-<30%,9,8,Sex Not Available,3.0,Race Not Available,3.0,2,3,0,2,27.53,1,2,3640,52.0,72800,65,65-74,Yes,Yes,55000.0,Denied
40,8,9,Joint,2.0,White,2.0,2,3,0,2,15.7,1,4,3497,76.0,72800,64,55-64,No,No,55000.0,Denied
41,3,10,Male,2.0,White,5.0,2,1,0,2,27.58,1,1,3963,40.0,72800,62,25-34,No,,75000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,15.5,1,1,3451,48.0,72800,61,8888,,,195000.0,Approved
<20%,8,9,Joint,2.0,White,2.0,2,3,0,2,8.12,1,4,2696,200.0,72800,68,55-64,Yes,Yes,75000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,29.2,2,1,3705,34.0,72800,63,8888,,,155000.0,Approved
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,16.66,2,1,3577,49.0,72800,62,8888,,,135000.0,Approved
50%-60%,9,1,Joint,2.0,White,2.0,2,3,0,2,44.03,1,32,3670,109.0,72800,24,35-44,No,No,275000.0,Denied
50%-60%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,98.94,1,4,2921,63.0,72800,65,25-34,No,,25000.0,Denied
30%-<36%,8,10,Male,2.0,White,5.0,2,1,0,2,10.22,1,4,3631,342.0,72800,57,65-74,Yes,,155000.0,Approved
20%-<30%,8,10,Female,2.0,White,5.0,2,3,0,2,19.32,1,4,2366,122.0,72800,23,45-54,No,,55000.0,Denied
>60%,8,10,Male,3.0,White,5.0,2,3,0,2,34.68,1,4,4819,30.0,72800,37,35-44,No,,35000.0,Denied
20%-<30%,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,96.68,1,2,3944,47.0,72800,72,25-34,No,,25000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,93.72,2,5,2996,59.0,72800,67,8888,,,35000.0,Approved
20%-<30%,9,2,Joint,2.0,Asian,2.0,2,1,0,2,50.77,1,1,3498,99.0,72800,25,35-44,No,No,225000.0,Approved
30%-<36%,8,9,Joint,2.0,White,2.0,2,1,0,2,18.3,1,2,5247,114.0,72800,59,45-54,No,No,105000.0,Approved
20%-<30%,1,9,Joint,2.0,White,2.0,2,1,0,2,16.67,1,31,2405,84.0,72800,47,65-74,Yes,Yes,75000.0,Approved
39,8,10,Female,2.0,Black or African American,5.0,2,3,0,2,97.44,1,2,1835,20.0,72800,0,25-34,No,,45000.0,Denied
,9,9,Female,2.0,White,5.0,2,4,0,2,20.22,1,31,4361,55.0,72800,64,55-64,No,,25000.0,Approved
<20%,8,9,Female,2.0,White,2.0,2,3,0,2,12.47,1,2,7106,61.0,72800,57,45-54,No,No,75000.0,Denied
